transaction_id,cashier_id,terminal_id,item_id,member_id,transaction_datetime,income_expense,payment_method,transaction_type,amount_tnd
62,5,6,,,2024-05-03 18:45:00,Income,Cash,Computer Incomes,"6,25"
63,5,7,26.0,,2024-05-03 19:25:10,Income,Credit Card,Order Incomes,"6,60"
64,4,2,,,2024-05-03 20:08:32,Income,Credit Card,Computer Incomes,"4,68"
65,5,9,,,2024-05-03 20:42:11,Income,Cash,Computer Incomes,"4,34"
66,3,6,,,2024-05-03 20:45:43,Income,Cash,Computer Incomes,"4,52"
67,2,24,,,2024-05-03 21:07:47,Income,Cash,Playstation Incomes,"9,20"
68,4,7,28.0,,2024-05-03 21:24:01,Income,Cash,Order Incomes,"11,63"
69,2,2,,,2024-05-03 21:31:11,Income,Cash,Computer Incomes,"10,59"
70,1,13,,,2024-05-03 21:32:19,Income,Cash,Computer Incomes,"16,32"
71,4,23,,,2024-05-03 21:52:06,Income,Credit Card,Playstation Incomes,"10,42"
72,1,16,,,2024-05-03 22:40:26,Income,Credit Card,Computer Incomes,"17,19"
73,5,15,,,2024-05-04 09:41:33,Income,Cash,Computer Incomes,"20,01"
74,3,23,,,2024-05-04 10:09:23,Income,Cash,Playstation Incomes,"21,35"
75,4,24,,,2024-05-04 10:51:24,Income,Cash,Playstation Incomes,"14,94"
76,1,7,44.0,,2024-05-04 11:57:06,Income,Cash,Order Incomes,"4,27"
77,4,16,,,2024-05-04 12:03:12,Income,Cash,Computer Incomes,"8,81"
78,2,9,,,2024-05-04 12:05:05,Income,Cash,Computer Incomes,"4,27"
79,4,5,,,2024-05-04 12:15:51,Income,Cash,Computer Incomes,"4,54"
80,5,24,,,2024-05-04 12:24:57,Income,Cash,Playstation Incomes,"7,21"
81,2,16,,,2024-05-04 12:29:36,Income,Cash,Computer Incomes,"22,95"
82,1,8,34.0,,2024-05-04 14:19:57,Income,Cash,Order Incomes,"8,81"
83,4,24,,,2024-05-04 14:35:23,Income,Cash,Playstation Incomes,"14,95"
84,2,23,,,2024-05-04 15:19:16,Income,Cash,Playstation Incomes,"17,88"
85,3,5,,,2024-05-04 15:23:34,Income,Cash,Computer Incomes,"11,75"
86,2,16,,,2024-05-04 15:42:46,Income,Cash,Computer Incomes,"5,33"
87,5,16,,,2024-05-04 15:46:13,Income,Cash,Computer Incomes,"9,34"
88,4,14,,64.0,2024-05-04 16:36:49,Income,Credit Card,Member Transactions,"13,96"
89,5,23,,,2024-05-04 16:38:34,Income,Cash,Playstation Incomes,"11,47"
90,1,3,47.0,,2024-05-04 17:05:26,Income,Cash,Order Incomes,"20,81"
91,4,23,,,2024-05-04 19:03:04,Income,Cash,Playstation Incomes,"12,54"
92,5,2,,,2024-05-04 19:14:58,Income,Cash,Computer Incomes,"5,87"
93,4,14,,,2024-05-04 19:25:28,Income,Cash,Computer Incomes,"8,28"
94,2,6,,,2024-05-04 20:00:39,Income,Cash,Computer Incomes,"20,81"
95,2,4,,7.0,2024-05-04 20:04:13,Income,Cash,Member Transactions,"11,20"
96,1,12,29.0,,2024-05-04 20:09:12,Income,Cash,Order Incomes,"26,69"
97,5,7,,,2024-05-04 20:18:57,Income,Cash,Computer Incomes,"13,35"
98,3,15,20.0,,2024-05-04 20:32:30,Income,Cash,Order Incomes,"21,61"
99,2,11,,,2024-05-04 20:37:34,Income,Credit Card,Computer Incomes,"24,01"
100,3,6,44.0,,2024-05-04 22:26:00,Income,Cash,Order Incomes,"11,20"
101,5,24,,,2024-05-04 22:35:50,Income,Cash,Playstation Incomes,"4,26"
102,5,6,,,2024-05-04 22:41:32,Income,Cash,Computer Incomes,"20,01"
103,3,6,,,2024-05-04 23:11:54,Income,Cash,Computer Incomes,"24,54"
104,1,4,,3.0,2024-05-05 11:12:15,Income,Cash,Member Transactions,"10,89"
105,4,6,,,2024-05-05 11:57:18,Income,Credit Card,Computer Incomes,"32,35"
106,1,15,,,2024-05-05 12:15:08,Income,Cash,Computer Incomes,"6,14"
107,1,8,49.0,,2024-05-05 15:24:30,Income,Cash,Order Incomes,"20,09"
108,2,10,,,2024-05-05 17:17:34,Income,Cash,Computer Incomes,"11,93"
109,4,16,11.0,,2024-05-05 17:20:41,Income,Cash,Order Incomes,"33,72"
110,3,6,,,2024-05-05 20:11:10,Income,Cash,Computer Incomes,"11,24"
111,1,23,,,2024-05-05 20:15:12,Income,Cash,Playstation Incomes,"19,42"
112,2,9,41.0,,2024-05-05 20:23:36,Income,Cash,Order Incomes,"18,74"
113,2,24,,,2024-05-05 20:27:36,Income,Cash,Playstation Incomes,"28,96"
114,1,23,,,2024-05-05 21:57:30,Income,Credit Card,Playstation Incomes,"10,22"
115,3,11,,41.0,2024-05-05 22:22:40,Income,Cash,Member Transactions,"5,79"
116,5,24,,,2024-05-05 23:15:31,Income,Cash,Playstation Incomes,"14,98"
117,3,2,,,2024-05-05 23:22:45,Income,Cash,Computer Incomes,"23,84"
118,3,7,23.0,,2024-05-05 23:29:15,Income,Cash,Order Incomes,"3,74"
119,1,1,,,2024-05-06 09:38:30,Income,Cash,Computer Incomes,"11,71"
120,5,24,,,2024-05-06 12:52:51,Income,Cash,Playstation Incomes,"3,68"
121,5,6,,,2024-05-06 13:09:04,Income,Cash,Computer Incomes,"25,76"
122,1,23,,,2024-05-06 13:47:20,Income,Cash,Playstation Incomes,"10,70"
123,4,24,,,2024-05-06 14:01:56,Income,Cash,Playstation Incomes,"10,05"
124,1,3,,,2024-05-06 14:28:26,Income,Cash,Computer Incomes,"22,43"
125,2,12,,,2024-05-06 14:50:28,Income,Cash,Computer Incomes,"28,12"
126,4,12,,,2024-05-06 15:31:14,Income,Credit Card,Computer Incomes,"15,06"
127,3,4,,,2024-05-06 15:40:59,Income,Credit Card,Computer Incomes,"25,10"
128,4,14,,,2024-05-06 15:45:45,Income,Credit Card,Computer Incomes,"32,47"
129,2,13,,,2024-05-06 15:49:51,Income,Cash,Computer Incomes,"24,10"
130,1,15,,,2024-05-06 15:56:24,Income,Cash,Computer Incomes,"21,08"
131,4,1,28.0,,2024-05-06 15:57:16,Income,Cash,Order Incomes,"26,10"
132,4,13,,39.0,2024-05-06 18:05:35,Income,Cash,Member Transactions,"29,78"
133,1,4,,,2024-05-06 18:44:23,Income,Credit Card,Computer Incomes,"24,43"
134,2,5,37.0,,2024-05-06 19:29:04,Income,Cash,Order Incomes,"8,03"
135,1,5,,,2024-05-06 21:51:13,Income,Cash,Computer Incomes,"21,75"
136,1,23,,,2024-05-06 23:50:38,Income,Cash,Playstation Incomes,"23,10"
137,3,1,,,2024-05-07 09:56:17,Income,Cash,Computer Incomes,"11,98"
138,4,3,,,2024-05-07 10:02:55,Income,Cash,Computer Incomes,"15,42"
139,4,3,,,2024-05-07 12:39:18,Income,Cash,Computer Incomes,"17,97"
140,5,4,33.0,,2024-05-07 13:28:03,Income,Cash,Order Incomes,"6,21"
141,5,15,,,2024-05-07 14:07:27,Income,Cash,Computer Incomes,"9,91"
142,5,24,,,2024-05-07 14:25:37,Income,Cash,Playstation Incomes,"14,05"
143,5,7,21.0,,2024-05-07 15:33:20,Income,Cash,Order Incomes,"7,83"
144,5,23,,,2024-05-07 15:34:32,Income,Cash,Playstation Incomes,"22,33"
145,2,23,,,2024-05-07 15:45:58,Income,Cash,Playstation Incomes,"11,51"
146,1,8,,,2024-05-07 15:58:42,Income,Cash,Computer Incomes,"6,22"
147,2,24,,,2024-05-07 16:25:22,Income,Cash,Playstation Incomes,"9,90"
148,1,23,,,2024-05-07 16:52:56,Income,Credit Card,Playstation Incomes,"19,81"
149,3,24,,,2024-05-07 21:11:36,Income,Cash,Playstation Incomes,"16,80"
150,1,15,29.0,,2024-05-07 23:16:46,Income,Cash,Order Incomes,"11,75"
151,4,1,,64.0,2024-05-07 23:17:01,Income,Cash,Member Transactions,"8,28"
152,2,23,,,2024-05-07 23:51:40,Income,Cash,Playstation Incomes,"14,05"
153,2,15,,,2024-05-08 09:06:27,Income,Cash,Computer Incomes,"8,06"
154,5,14,,,2024-05-08 10:04:14,Income,Cash,Computer Incomes,"15,15"
155,1,13,,,2024-05-08 10:04:55,Income,Cash,Computer Incomes,"20,53"
156,1,2,,,2024-05-08 10:13:20,Income,Cash,Computer Incomes,"3,67"
157,4,24,,,2024-05-08 12:09:10,Income,Cash,Playstation Incomes,"4,65"
158,1,24,,,2024-05-08 15:33:40,Income,Cash,Playstation Incomes,"11,73"
159,3,3,28.0,,2024-05-08 15:38:15,Income,Credit Card,Order Incomes,"22,50"
160,5,3,,8.0,2024-05-08 16:40:20,Income,Credit Card,Member Transactions,"5,13"
161,4,23,,,2024-05-08 17:18:38,Income,Cash,Playstation Incomes,"19,80"
162,3,11,,10.0,2024-05-08 17:19:48,Income,Cash,Member Transactions,"9,54"
163,1,10,,,2024-05-08 17:21:10,Income,Credit Card,Computer Incomes,"23,96"
164,3,3,,,2024-05-08 17:21:40,Income,Cash,Computer Incomes,"13,45"
165,2,10,,,2024-05-08 19:42:13,Income,Cash,Computer Incomes,"5,63"
166,4,14,,,2024-05-08 22:43:31,Income,Cash,Computer Incomes,"10,27"
167,3,14,,,2024-05-08 23:21:34,Income,Cash,Computer Incomes,"18,82"
168,2,7,,,2024-05-08 23:46:33,Income,Cash,Computer Incomes,"8,56"
169,3,23,,,2024-05-09 10:18:24,Income,Cash,Playstation Incomes,"11,35"
170,4,16,3.0,,2024-05-09 11:03:49,Income,Cash,Order Incomes,"9,72"
171,1,10,,,2024-05-09 11:30:59,Income,Cash,Computer Incomes,"8,80"
172,1,8,,,2024-05-09 11:33:29,Income,Cash,Computer Incomes,"6,71"
173,2,14,,,2024-05-09 12:33:14,Income,Cash,Computer Incomes,"3,71"
174,1,14,24.0,,2024-05-09 14:34:18,Income,Cash,Order Incomes,"19,93"
175,3,3,,,2024-05-09 14:46:48,Income,Credit Card,Computer Incomes,"15,29"
176,1,8,,,2024-05-09 14:51:56,Income,Cash,Computer Incomes,"2,32"
177,4,12,,,2024-05-09 15:02:24,Income,Cash,Computer Incomes,"12,05"
178,4,23,,,2024-05-09 15:21:14,Income,Credit Card,Playstation Incomes,"13,21"
179,2,1,10.0,,2024-05-09 16:56:51,Income,Credit Card,Order Incomes,"6,25"
180,5,12,,,2024-05-09 18:06:57,Income,Cash,Computer Incomes,"22,24"
181,4,13,,,2024-05-09 18:14:05,Income,Cash,Computer Incomes,"19,22"
182,3,4,44.0,,2024-05-09 18:16:15,Income,Cash,Order Incomes,"20,62"
183,5,12,3.0,,2024-05-09 18:57:58,Income,Cash,Order Incomes,"16,91"
184,3,13,,,2024-05-09 19:23:34,Income,Cash,Computer Incomes,"18,99"
185,3,16,,,2024-05-09 19:36:37,Income,Cash,Computer Incomes,"22,24"
186,5,8,11.0,,2024-05-09 19:44:50,Income,Cash,Order Incomes,"13,67"
187,3,1,,,2024-05-09 20:11:56,Income,Cash,Computer Incomes,"15,51"
188,5,2,,,2024-05-09 20:17:03,Income,Cash,Computer Incomes,"16,45"
189,3,24,,,2024-05-09 22:44:18,Income,Cash,Playstation Incomes,"10,65"
190,2,23,,,2024-05-10 09:35:10,Income,Cash,Playstation Incomes,"6,37"
191,5,13,,,2024-05-10 10:05:11,Income,Cash,Computer Incomes,"27,65"
192,2,5,,,2024-05-10 10:06:05,Income,Credit Card,Computer Incomes,"19,08"
193,2,2,,,2024-05-10 10:40:02,Income,Cash,Computer Incomes,"4,98"
194,2,7,,,2024-05-10 10:46:07,Income,Credit Card,Computer Incomes,"8,86"
195,4,11,,,2024-05-10 10:55:12,Income,Cash,Computer Incomes,"9,95"
196,1,9,,,2024-05-10 11:53:16,Income,Cash,Computer Incomes,"17,70"
197,1,9,28.0,,2024-05-10 11:54:10,Income,Credit Card,Order Incomes,"25,45"
198,3,4,,,2024-05-10 12:28:15,Income,Cash,Computer Incomes,"13,00"
199,3,12,,,2024-05-10 12:37:46,Income,Cash,Computer Incomes,"4,14"
200,3,11,,,2024-05-10 12:46:43,Income,Cash,Computer Incomes,"24,06"
201,2,15,,,2024-05-10 12:47:44,Income,Cash,Computer Incomes,"16,88"
202,5,3,,,2024-05-10 14:35:35,Income,Cash,Computer Incomes,"14,93"
203,3,8,,7.0,2024-05-10 14:53:35,Income,Cash,Member Transactions,"21,86"
204,2,23,,,2024-05-10 15:17:10,Income,Cash,Playstation Incomes,"17,14"
205,5,24,,,2024-05-10 15:19:27,Income,Credit Card,Playstation Incomes,"23,23"
206,5,13,,,2024-05-10 15:26:32,Income,Cash,Computer Incomes,"9,68"
207,5,5,20.0,,2024-05-10 16:20:48,Income,Cash,Order Incomes,"12,18"
208,1,5,,,2024-05-10 17:36:37,Income,Cash,Computer Incomes,"10,52"
209,5,10,,,2024-05-10 17:36:45,Income,Cash,Computer Incomes,"8,57"
210,5,12,41.0,,2024-05-10 18:01:54,Income,Cash,Order Incomes,"4,70"
211,2,24,,,2024-05-10 18:19:18,Income,Credit Card,Playstation Incomes,"23,24"
212,1,6,,,2024-05-10 18:54:14,Income,Cash,Computer Incomes,"20,46"
213,4,24,,,2024-05-10 20:30:34,Income,Cash,Playstation Incomes,"4,42"
214,2,8,,,2024-05-10 21:14:39,Income,Credit Card,Computer Incomes,"8,57"
215,4,5,7.0,,2024-05-10 22:06:28,Income,Cash,Order Incomes,"20,47"
216,1,16,,,2024-05-10 22:38:03,Income,Cash,Computer Incomes,"12,44"
217,2,15,,,2024-05-10 22:46:07,Income,Cash,Computer Incomes,"14,66"
218,3,11,,,2024-05-10 23:00:52,Income,Cash,Computer Incomes,"9,95"
219,3,9,,,2024-05-10 23:05:38,Income,Cash,Computer Incomes,"8,03"
220,4,7,,,2024-05-10 23:11:38,Income,Cash,Computer Incomes,"8,02"
221,2,8,8.0,,2024-05-10 23:24:02,Income,Cash,Order Incomes,"16,88"
222,5,23,,,2024-05-11 09:01:45,Income,Credit Card,Playstation Incomes,"20,72"
223,2,24,,,2024-05-11 09:19:59,Income,Cash,Playstation Incomes,"20,72"
224,4,1,,,2024-05-11 09:36:32,Income,Cash,Computer Incomes,"6,69"
225,5,23,,,2024-05-11 09:39:30,Income,Cash,Playstation Incomes,"2,38"
226,2,23,,,2024-05-11 10:05:14,Income,Cash,Playstation Incomes,"16,42"
227,5,13,,25.0,2024-05-11 10:33:42,Income,Cash,Member Transactions,"9,72"
228,4,16,,,2024-05-11 10:43:28,Income,Cash,Computer Incomes,"2,15"
229,3,12,,,2024-05-11 11:02:16,Income,Cash,Computer Incomes,"16,20"
230,4,1,,,2024-05-11 11:28:00,Income,Credit Card,Computer Incomes,"13,82"
231,1,10,,,2024-05-11 11:32:22,Income,Cash,Computer Incomes,"17,50"
232,1,12,16.0,,2024-05-11 11:44:26,Income,Cash,Order Incomes,"19,00"
233,5,23,,,2024-05-11 11:54:27,Income,Cash,Playstation Incomes,"13,60"
234,1,10,,10.0,2024-05-11 13:27:10,Income,Cash,Member Transactions,"18,58"
235,1,13,,,2024-05-11 13:51:15,Income,Cash,Computer Incomes,"17,27"
236,4,11,,,2024-05-11 15:23:10,Income,Cash,Computer Incomes,"15,12"
237,1,24,,,2024-05-11 15:46:22,Income,Cash,Playstation Incomes,"3,03"
238,2,23,,,2024-05-11 16:10:51,Income,Cash,Playstation Incomes,"19,21"
239,5,24,,,2024-05-11 16:13:49,Income,Cash,Playstation Incomes,"15,12"
240,5,4,,,2024-05-11 17:18:21,Income,Cash,Computer Incomes,"19,86"
241,1,15,47.0,,2024-05-11 17:42:45,Income,Cash,Order Incomes,"15,97"
242,3,11,,,2024-05-11 17:56:06,Income,Cash,Computer Incomes,"9,28"
243,2,2,,,2024-05-11 18:22:08,Income,Cash,Computer Incomes,"7,13"
244,3,12,,,2024-05-11 18:43:27,Income,Cash,Computer Incomes,"10,59"
245,4,1,,,2024-05-11 18:47:27,Income,Cash,Computer Incomes,"17,50"
246,5,8,9.0,,2024-05-11 19:13:04,Income,Cash,Order Incomes,"5,39"
247,5,15,,,2024-05-11 19:19:23,Income,Cash,Computer Incomes,"19,86"
248,2,2,38.0,,2024-05-11 19:47:51,Income,Cash,Order Incomes,"10,36"
249,3,12,,,2024-05-11 19:56:55,Income,Cash,Computer Incomes,"16,41"
250,4,13,,,2024-05-11 21:17:54,Income,Cash,Computer Incomes,"8,20"
251,3,9,,39.0,2024-05-11 21:33:29,Income,Cash,Member Transactions,"18,57"
252,4,14,,,2024-05-11 21:50:11,Income,Cash,Computer Incomes,"12,53"
253,3,11,,,2024-05-11 22:57:17,Income,Cash,Computer Incomes,"21,60"
254,2,15,,,2024-05-11 23:10:14,Income,Cash,Computer Incomes,"19,00"
255,4,24,,,2024-05-11 23:41:08,Income,Cash,Playstation Incomes,"6,04"
256,5,1,,,2024-05-12 09:09:23,Income,Cash,Computer Incomes,"25,79"
257,4,6,,,2024-05-12 09:49:20,Income,Cash,Computer Incomes,"21,73"
258,1,13,,,2024-05-12 10:06:28,Income,Cash,Computer Incomes,"6,79"
259,1,2,,,2024-05-12 10:58:40,Income,Cash,Computer Incomes,"18,46"
260,3,1,43.0,,2024-05-12 13:16:48,Income,Cash,Order Incomes,"21,99"
261,4,10,,,2024-05-12 14:01:01,Income,Cash,Computer Incomes,"16,02"
262,5,15,,,2024-05-12 14:02:08,Income,Credit Card,Computer Incomes,"5,43"
263,2,10,6.0,,2024-05-12 14:34:23,Income,Cash,Order Incomes,"18,20"
264,2,11,,,2024-05-12 15:14:35,Income,Cash,Computer Incomes,"17,92"
265,2,16,,,2024-05-12 15:32:36,Income,Cash,Computer Incomes,"7,06"
266,5,5,,,2024-05-12 15:56:34,Income,Cash,Computer Incomes,"7,88"
267,3,24,,,2024-05-12 17:42:04,Income,Cash,Playstation Incomes,"12,49"
268,1,5,22.0,,2024-05-12 17:42:36,Income,Credit Card,Order Incomes,"14,40"
269,4,23,,,2024-05-12 19:51:33,Income,Cash,Playstation Incomes,"19,56"
270,3,24,,,2024-05-12 20:15:23,Income,Cash,Playstation Incomes,"11,14"
271,4,9,,,2024-05-12 22:03:26,Income,Cash,Computer Incomes,"9,24"
272,1,13,,,2024-05-13 09:03:58,Income,Credit Card,Computer Incomes,"10,14"
273,2,23,,,2024-05-13 09:43:06,Income,Cash,Playstation Incomes,"7,11"
274,5,9,,,2024-05-13 10:55:51,Income,Cash,Computer Incomes,"2,12"
275,4,6,,,2024-05-13 11:58:26,Income,Cash,Computer Incomes,"5,46"
276,5,13,48.0,,2024-05-13 13:03:52,Income,Cash,Order Incomes,"7,88"
277,2,24,,,2024-05-13 13:53:14,Income,Credit Card,Playstation Incomes,"3,94"
278,3,2,,,2024-05-13 14:24:56,Income,Cash,Computer Incomes,"4,25"
279,3,6,,,2024-05-13 14:31:37,Income,Cash,Computer Incomes,"13,94"
280,2,23,,,2024-05-13 14:44:28,Income,Cash,Playstation Incomes,"12,42"
281,1,5,,,2024-05-13 17:19:35,Income,Cash,Computer Incomes,"8,18"
282,1,14,,,2024-05-13 18:30:16,Income,Cash,Computer Incomes,"13,49"
283,4,2,,,2024-05-13 19:09:06,Income,Cash,Computer Incomes,"1,51"
284,4,12,,,2024-05-13 19:41:35,Income,Cash,Computer Incomes,"13,18"
285,2,10,,,2024-05-13 19:45:53,Income,Cash,Computer Incomes,"14,54"
286,2,4,,,2024-05-13 19:55:43,Income,Cash,Computer Incomes,"2,28"
287,4,24,,,2024-05-13 20:19:38,Income,Cash,Playstation Incomes,"14,08"
288,5,23,,,2024-05-13 21:00:56,Income,Cash,Playstation Incomes,"4,09"
289,3,15,17.0,,2024-05-13 22:39:06,Income,Cash,Order Incomes,"14,39"
290,1,24,,,2024-05-13 22:40:54,Income,Credit Card,Playstation Incomes,"11,21"
291,5,23,,,2024-05-13 23:39:56,Income,Cash,Playstation Incomes,"7,12"
292,3,3,,,2024-05-13 23:54:42,Income,Cash,Computer Incomes,"5,90"
293,2,15,,,2024-05-14 09:48:46,Income,Cash,Computer Incomes,"2,31"
294,5,11,,,2024-05-14 10:03:00,Income,Cash,Computer Incomes,"14,63"
295,3,16,,,2024-05-14 10:22:04,Income,Cash,Computer Incomes,"7,90"
296,1,4,31.0,,2024-05-14 11:18:05,Income,Cash,Order Incomes,"2,11"
297,4,1,,,2024-05-14 11:31:11,Income,Cash,Computer Incomes,"13,29"
298,1,13,,,2024-05-14 12:30:28,Income,Cash,Computer Incomes,"2,89"
299,4,5,20.0,,2024-05-14 13:02:30,Income,Cash,Order Incomes,"16,74"
300,4,16,,,2024-05-14 13:32:08,Income,Cash,Computer Incomes,"10,20"
301,3,24,,,2024-05-14 13:33:35,Income,Credit Card,Playstation Incomes,"10,21"
302,3,7,,,2024-05-14 14:19:14,Income,Credit Card,Computer Incomes,"13,86"
303,3,8,,,2024-05-14 14:36:42,Income,Cash,Computer Incomes,"7,32"
304,5,14,,,2024-05-14 14:56:54,Income,Cash,Computer Incomes,"15,98"
305,3,10,,,2024-05-14 15:01:32,Income,Cash,Computer Incomes,"6,35"
306,3,14,6.0,,2024-05-14 15:10:00,Income,Cash,Order Incomes,"7,51"
307,2,24,,,2024-05-14 15:57:48,Income,Cash,Playstation Incomes,"13,47"
308,3,13,,,2024-05-14 16:11:00,Income,Cash,Computer Incomes,"17,52"
309,5,23,,,2024-05-14 16:59:15,Income,Cash,Playstation Incomes,"6,93"
310,1,9,,,2024-05-14 17:57:06,Income,Cash,Computer Incomes,"13,09"
311,5,8,,,2024-05-14 18:00:13,Income,Cash,Computer Incomes,"17,51"
312,3,12,,,2024-05-14 18:41:23,Income,Cash,Computer Incomes,"3,65"
313,3,5,,,2024-05-14 19:05:05,Income,Cash,Computer Incomes,"13,09"
314,5,2,,,2024-05-14 22:18:21,Income,Cash,Computer Incomes,"16,75"
315,3,1,9.0,,2024-05-14 22:49:41,Income,Cash,Order Incomes,"10,78"
316,1,14,,,2024-05-14 22:57:49,Income,Cash,Computer Incomes,"2,50"
317,2,1,,,2024-05-15 09:49:40,Income,Cash,Computer Incomes,"7,43"
318,2,8,,,2024-05-15 10:09:20,Income,Cash,Computer Incomes,"28,71"
319,4,9,,,2024-05-15 10:26:16,Income,Credit Card,Computer Incomes,"13,51"
320,4,6,48.0,,2024-05-15 10:39:22,Income,Cash,Order Incomes,"13,18"
321,2,12,,,2024-05-15 11:53:04,Income,Cash,Computer Incomes,"32,43"
322,2,3,15.0,,2024-05-15 12:48:21,Income,Cash,Order Incomes,"14,19"
323,2,16,,,2024-05-15 13:24:43,Income,Cash,Computer Incomes,"29,06"
